pid,name
8480849,Barrett Hayton
8480913,Jordan Gross
8476987,Jake Bischoff
8478434,Keegan Kolesar
8479748,Gage Quinney
8479980,Nicolas Hague
8479996,Cody Glass
8479573,Mikhail Maltsev
8480226,Marián Studenič
8480860,Kevin Bahl
8480883,Ty Smith
8481068,Yegor Sharangovich
8481518,Nolan Foote
8481740,Tyce Thompson
8478009,Ilya Sorokin
8479462,Tarmo Reunanen
8480289,Morgan Barron
8480817,K'Andre Miller
8480833,Vitali Kravtsov
8481708,Zac Jones
8482109,Alexis Lafrenière
8482179,Justin Richards
8479322,Wade Allison
8479550,Tanner Laczynski
8480201,Maksim Sushko
8481178,Egor Zamula
8481546,Cam York
8482654,Jackson Cates
8480058,Pierre-Olivier Joseph
8482055,Drew O'Connor
8482241,Radim Zohorna
8479546,Oskar Steen
8482072,Jack Ahcan
8480280,Jeremy Swayman
8479419,Brett Murray
8480196,Jacob Bryson
8480807,Mattias Samuelsson
8481528,Dylan Cozens
8481626,Arttu Ruotsalainen
8475920,Michael Houser
8480045,Ukko-Pekka Luukkonen
8481014,Alexander Romanov
8481058,Jesse Ylönen
8481540,Cole Caufield
8480448,Parker Kelly
8480879,Jacob Bernard-Docker
8481596,Shane Pinto
8481629,Olle Alsing
8482116,Tim Stützle
8482245,Artem Zub
8479406,Filip Gustavsson
8482222,Alexander Barabanov
8482247,Mikko Lehtonen
8478904,Steven Lorentz
8480466,Joey Keane
8480037,Aleksi Heponiemi
8480844,Grigori Denisenko
8482641,Matt Kiersted
8481519,Spencer Knight
8478049,Ben Thomas
8478069,Daniel Walcott
8479525,Ross Colton
8479718,Alex Barré-Boulet
8479984,Cal Foote
8477544,Philippe Maillet
8479516,Garrett Pilon
8481580,Connor McMichael
8477970,Vitek Vanecek
8480025,MacKenzie Entwistle
8480070,Ian Mitchell
8480293,Wyatt Kalynuk
8480459,Pius Suter
8480798,Philipp Kurashev
8480831,Alec Regula
8481147,Reese Johnson
8482635,Mike Hardman
8480947,Kevin Lankinen
8480813,Joe Veleno
8482240,Mathias Brome
8479329,Frederic Allard
8479602,Jeremy Davies
8479661,Tanner Jeannot
8480063,David Farrance
8482062,Cole Smith
8478057,Dakota Joshua
8478024,Ville Husso
8478446,Glenn Gawdin
8479547,Matthew Phillips
8480008,Adam Ruzicka
8482067,Connor Mackey
8481501,Artyom Zagidulin
8477335,Kyle Burroughs
8479387,Keaton Middleton
8481524,Bowen Byram
8481618,Alex Newhook
8480846,Sampo Ranta
8480802,Ryan McLeod
8479973,Stuart Skinner
8478970,Jalen Chatfield
8479367,William Lockwood
8479981,Jonah Gadjovich
8479986,Kole Lind
8480056,Jack Rathbone
8481535,Nils Hoglander
8482063,Marc Michaelis
8481122,Simon Benoit
8481533,Trevor Zegras
8482142,Jamie Drysdale
8480848,Ty Dellandrea
8480221,Drake Rymsha
8480467,Austin Strand
8480845,Rasmus Kupari
8481560,Arthur Kaliyev
8482124,Quinton Byfield
8478467,Nicolas Meloche
8479705,Jeffrey Viel
8480053,Sasha Chmelevski
8480276,Ivan Chekhovich
8481077,John Leonard
8482248,Fredrik Handemark
8482369,Brinson Pasichnuk
8480373,Josef Korenar
8482246,Alexei Melnichuk
8482623,Josh Dunne
8481001,Veini Vehvilainen
8478864,Kirill Kaprizov
8480884,Calen Addison
8479378,Logan Stanley
8478967,Lane Pederson
8480890,Jan Jenik
8481599,Victor Soderstrom
8481031,Ivan Prosvetov
8479639,Dylan Coghlan
8481522,Peyton Krebs
8480313,Logan Thompson
8477419,Mason Geertsen
8480054,Reilly Walsh
8480188,Fabian Zetterlund
8481537,Nikita Okhotiuk
8482110,Dawson Mercer
8482125,Alexander Holtz
8481033,Akira Schmid
8482076,Nico Daws
8480071,Robin Salo
8480306,Grant Hutton
8480878,Nils Lundkvist
8482073,Braden Schneider
8478903,Adam Huska
8478051,Max Willman
8478173,Hayden Hodgson
8479534,Linus Hogberg
8480019,Isaac Ratcliffe
8480220,Noah Cates
8481521,Ronnie Attard
8481553,Bobby Brink
8482243,Linus Sandin
8478433,Felix Sandstrom
8479512,Kasper Bjorkqvist
8480842,Filip Hallander
8481703,Valtteri Puustinen
8482834,Jesper Froden
8483397,Marc McLaughlin
8479289,Ethan Prow
8479578,Casey Fitzgerald
8482061,Brandon Biro
8482097,Jack Quinn
8482175,JJ Peterka
8482671,Owen Power
8477631,Brandon Baddock
8479543,Michael Pezzetta
8480858,Cam Hillis
8480887,Jordan Harris
8481093,Rafael Harvey-Pinard
8481461,Corey Schueneman
8481555,Mattias Norlinder
8482111,Justin Barron
8478933,Michael McNiven
8480355,Mark Kastelic
8481102,Egor Sokolov
8481133,Cole Reinhardt
8481575,Lassi Thomson
8481657,Viktor Lodin
8481544,Mads Sogaard
8479729,Kristians Rubins
8481720,Nick Abruzzese
8482634,Alex Steeves
8482815,Kirill Semyonov
8478902,Erik Kallgren
8479361,Joseph Woll
8480835,Jack Drury
8482093,Seth Jarvis
8479581,Jack LaFontaine
8481611,Pyotr Kochetkov
8479597,Chase Priskie
8481655,Cole Schwindt
8482113,Anton Lundell
8478178,Darren Raddysh
8479383,Boris Katchouk
8479390,Taylor Raddysh
8479413,Sean Day
8480863,Gabriel Fortier
8481597,Hugo Alnefelt
8479321,Lucas Johansen
8479536,Axel Jonsson-Fjallby
8480823,Alexander Alexeyev
8481441,Joe Snively
8481517,Brett Leason
8481656,Aliaksei Protas
8482148,Hendrix Lapierre
8477457,Zach Fucale
8480231,Jakub Galvas
8481004,Josiah Slavin
8481568,Alex Vlasic
8482117,Lukas Reichel
8482192,Isaak Phillips
8482821,Arvid Soderblom
8478486,Chase Pearson
8481542,Moritz Seider
8482078,Lucas Raymond
8478438,Tommy Novak
8481577,Philip Tomasino
8478971,Connor Ingram
8480281,Alexey Toropchenko
8481059,Scott Perunovich
8482089,Jake Neighbours
8480981,Joel Hofer
8482652,Walker Duehr
8483570,Ben Meyers
8481020,Justus Annunen
8479338,Markus Niemelainen
8480041,Dmitri Samorukov
8481598,Philip Broberg
8482077,Dylan Holloway
8481617,Vasily Podkolzin
8480870,Benoit-Olivier Groulx
8481003,Hunter Drew
8481530,Brayden Tracey
8481815,Bryce Kindopp
8482150,Jacob Perreault
8482745,Mason McTavish
8480591,Thomas Hodges
8480843,Lukas Dostal
8479362,Riley Tufte
8479518,Fredrik Karlström
8480216,Jacob Peterson
8480988,Riley Damiani
8478250,Vladimir Tkachev
8479421,Jacob Moverare
8480434,Sean Durzi
8481239,Samuel Fagemo
8481532,Alex Turcotte
8481606,Jordan Spence
8479373,Jonathan Dahlen
8480060,Scott Reedy
8480304,Jayden Halbgewachs
8480847,Ryan Merkley
8481061,Jasper Weatherby
8481552,Artemi Kniazev
8481701,Santeri Hatakka
8482133,Thomas Bordeleau
8482197,Adam Raska
8482667,William Eklund
8479313,Zach Sawchenko
8476345,Gregory Hofmann
8479941,Justin Danforth
8480292,Carson Meyer
8480441,Trey Fix-Wolansky
8481161,Jake Christiansen
8482475,Yegor Chinakhov
8482660,Kent Johnson
8482705,Cole Sillinger
8483565,Nick Blankenburg
8480193,Daniil Tarasov
8479520,Brandon Duhaime
8479972,Mason Shaw
8480980,Connor Dewar
8481489,Jon Lizotte
8481550,Adam Beckman
8481557,Matt Boldy
8482070,Mitchell Chaffee
8482079,Marco Rossi
8479591,Michael Eyssimont
8480049,Dylan Samberg
8480192,Johnathan Kovacevic
8480443,Kristian Reichel
8480990,Declan Chisholm
8482149,Cole Perfetti
8482408,Jeff Malott
8478062,Dysin Mayo
8478147,Bokondji Imama
8479341,Cam Dineen
8479619,Michael Carcone
8480855,Jack McBain
8480979,Nathan Smith
8481609,Vladislav Kolyachonok
8481711,Matias Maccelli
8481827,Ben McCartney
8482655,J.J. Moser
8478872,Karel Vejmelka
8479991,Jake Leschyshyn
8480007,Jonas Rondbjerg
8480259,Ben Jones
8481032,Paul Cotter
8481167,Brayden Pachal
8481527,Kaedan Korczak
8481604,Pavel Dorofeyev
8481849,Zack Hayes
8482624,Daniil Miromanov
8482665,Matty Beniers
8482684,Luke Hughes
8478450,Parker Wotherspoon
8480242,Arnaud Durandeau
8481541,Samuel Bolduc
8481601,Simon Holmstrom
8482207,William Dufour
8482691,Aatu Raty
8482157,Will Cuylle
8480245,Olle Lycksell
8480874,Adam Ginning
8482159,Tyson Foerster
8482452,Elliot Desnoyers
8481035,Samuel Ersson
8480836,Jonathan Gruden
8481591,Sam Poulin
8479533,Joona Koppanen
8480880,Jakub Lauko
8481751,Lukas Rousek
8482221,Devon Levi
8480034,Joel Teasdale
8482081,Sean Farrell
8482087,Kaiden Guhle
8482964,Arber Xhekaj
8483424,Owen Beck
8483515,Juraj Slafkovsky
8483549,Lucas Condotta
8481422,Jacob Lucchini
8481679,Maxence Guenette
8482092,Ridly Greig
8482095,Tyler Kleven
8482105,Jake Sanderson
8480867,Kevin Mandolese
8482447,Leevi Merilainen
8480439,Mac Hollowell
8480820,Filip Kral
8480977,Semyon Der-Arguchintsev
8480995,Pontus Holmberg
8482259,Bobby McMann
8482720,Matthew Knies
8483183,Jett Alexander
8483641,Anton Levtchi
8480246,Nick Perbix
8481043,Cole Koepke
8482861,Vincent Iorio
8478224,Luke Philp
8480252,Cole Guttman
8480328,David Gust
8482176,Wyatt Kaiser
8483619,Filip Roos
8479380,Dylan Wells
8483530,Jaxson Stauber
8481013,Jonatan Berggren
8481725,Elmer Soderblom
8482762,Simon Edvinsson
8483464,Marco Kasper
8481056,Spencer Stastney
8481585,Egor Afanasyev
8481704,Juuso Parssinen
8482146,Luke Evangelista
8484256,Jake Livingstone
8482137,Yaroslav Askarov
8479375,William Bitten
8481006,Tyler Tucker
8481070,Hugh McGing
8481543,Nikita Alexandrov
8482516,Matthew Kessel
8480084,Nick DeSimone
8481592,Jakob Pelletier
8482679,Matt Coronato
8481692,Dustin Wolf
8480032,Shane Bowers
8482147,Jean-Luc Foudy
8482250,Callahan Burke
8482712,Oskar Olausson
8479576,Vincent Desharnais
8480468,James Hamblin
8483158,Matthew Berlin
8481683,Aidan McDonough
8482496,Nils Aman
8483808,Andrei Kuzmenko
8484254,Akito Hirose
8484287,Cole McWard
8481668,Arturs Silovs
8477993,Justin Kirkland
8481563,Drew Helleson
8481605,Jackson LaCombe
8481754,Nikita Nesterenko
8483630,Pavol Regenda
8480042,Olle Eriksson Ek
8478028,Fredrik Olofsson
8481712,Matej Blumel
8482740,Wyatt Johnston
8483575,Matt Murray
8482730,Brandt Clarke
8481567,Henry Thrun
8482101,Danil Gushchin
8482181,Tristen Robins
8482824,Nick Cicek
8480199,Eetu Makiniemi
8480893,Kirill Marchenko
8481072,Tim Berni
8481690,Tyler Angle
8482399,Billy Sweezey
8482448,Samuel Knazko
8482451,Mikael Pyyhtia
8482711,Stanislav Svozil
8483460,David Jiricek
8483620,Marcus Bjork
8484125,Hunter McKown
8482982,Jet Greaves
8480267,Sammy Walker
8480275,Nick Swaney
8480994,Damien Giroux
8482122,Brock Faber
8480891,Michael Kesselring
8482699,Dylan Guenther
8483597,Milos Kelemen
8480238,Jiri Patera
8483524,Shane Wright
8481789,Tye Kartye
